age,job,default,housing,loan,marital,education,y
38,unemployed,no,no,no,married,tertiary,no
44,blue-collar,no,yes,yes,married,primary,no
43,management,no,yes,no,married,tertiary,no
37,services,no,yes,no,married,secondary,no
35,technician,no,yes,no,divorced,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
43,admin.,yes,yes,no,married,secondary,no
33,technician,no,yes,no,married,tertiary,no
31,management,no,yes,no,divorced,tertiary,yes
32,technician,no,yes,no,married,secondary,no
28,blue-collar,no,yes,no,married,secondary,no
36,technician,no,no,no,married,secondary,no
33,blue-collar,no,yes,no,married,primary,no
37,blue-collar,yes,yes,yes,married,secondary,no
39,blue-collar,no,yes,no,married,primary,no
45,blue-collar,no,yes,no,married,secondary,no
44,admin.,no,no,no,married,secondary,no
53,blue-collar,no,yes,no,married,secondary,no
47,blue-collar,yes,yes,no,married,secondary,no
59,management,no,yes,yes,married,primary,no
27,admin.,no,yes,no,married,secondary,no
45,management,no,yes,no,married,secondary,no
30,services,no,yes,no,married,secondary,yes
40,blue-collar,no,yes,no,married,secondary,no
33,management,no,yes,no,married,tertiary,no
30,admin.,no,yes,yes,married,secondary,yes
26,admin.,no,yes,no,married,tertiary,no
45,management,no,yes,no,divorced,tertiary,no
33,management,no,yes,no,single,secondary,no
28,technician,no,yes,no,single,secondary,no
44,blue-collar,no,yes,no,married,primary,no
58,blue-collar,no,yes,no,married,secondary,no
46,management,no,yes,no,single,tertiary,no
48,blue-collar,no,yes,yes,married,secondary,no
24,management,no,yes,no,single,tertiary,no
35,technician,no,yes,yes,divorced,secondary,no
33,technician,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,primary,no
33,management,no,yes,no,single,secondary,no
23,blue-collar,no,yes,yes,married,secondary,no
33,admin.,no,yes,no,single,secondary,no
31,blue-collar,no,yes,yes,married,secondary,no
29,technician,no,yes,no,single,secondary,no
43,technician,no,yes,no,divorced,secondary,no
32,unemployed,no,yes,no,married,primary,no
37,technician,no,yes,no,married,secondary,no
26,blue-collar,no,yes,no,single,secondary,no
49,technician,no,yes,no,married,secondary,no
39,management,no,yes,yes,single,tertiary,no
27,self-employed,no,yes,no,married,secondary,no
33,technician,no,yes,no,single,secondary,no
46,management,no,no,no,divorced,tertiary,no
31,services,no,yes,no,single,secondary,no
54,retired,no,yes,yes,married,secondary,no
59,services,no,yes,no,married,secondary,yes
24,blue-collar,no,yes,no,married,secondary,yes
33,blue-collar,no,yes,yes,married,secondary,no
28,technician,no,yes,no,single,secondary,no
34,services,no,yes,no,married,secondary,no
53,management,no,yes,no,married,primary,no
45,blue-collar,no,yes,no,married,secondary,no
28,technician,no,yes,yes,single,secondary,no
49,blue-collar,no,no,no,married,primary,no
35,blue-collar,no,yes,no,married,secondary,no
32,blue-collar,no,yes,yes,married,primary,no
43,services,no,yes,no,married,primary,no
29,self-employed,no,no,no,married,secondary,no
54,management,no,yes,yes,single,tertiary,no
39,entrepreneur,no,yes,no,married,tertiary,no
32,technician,no,yes,no,single,secondary,no
26,services,no,yes,no,single,secondary,yes
31,unemployed,no,yes,no,married,secondary,no
52,blue-collar,no,yes,no,divorced,secondary,no
32,technician,no,yes,no,married,tertiary,no
41,blue-collar,no,yes,yes,married,primary,no
40,technician,no,yes,yes,married,secondary,no
45,blue-collar,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,primary,no
34,blue-collar,no,yes,no,married,primary,no
31,blue-collar,no,no,no,single,secondary,no
42,admin.,no,yes,yes,divorced,secondary,no
23,services,no,yes,yes,married,secondary,no
37,management,no,yes,no,married,tertiary,no
32,blue-collar,no,yes,no,single,secondary,no
39,blue-collar,no,yes,yes,married,secondary,no
31,blue-collar,no,yes,no,single,secondary,no
32,blue-collar,no,yes,no,married,primary,no
59,retired,no,yes,no,married,primary,no
31,unemployed,no,yes,no,single,secondary,no
45,technician,no,yes,no,divorced,secondary,no
36,technician,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,primary,no
48,management,no,yes,no,married,secondary,no
55,blue-collar,no,yes,no,single,primary,no
33,admin.,no,yes,yes,divorced,secondary,no
28,services,no,yes,no,single,secondary,no
34,blue-collar,no,yes,yes,married,primary,no
33,blue-collar,no,yes,yes,married,secondary,no
60,retired,no,yes,no,married,primary,no
39,blue-collar,no,yes,no,married,primary,no
35,blue-collar,no,no,no,married,secondary,no
31,management,no,yes,no,married,unknown,no
38,blue-collar,no,yes,no,married,primary,no
28,student,no,yes,no,single,secondary,no
48,blue-collar,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,single,secondary,no
32,admin.,no,yes,yes,divorced,secondary,no
30,services,no,yes,no,single,tertiary,no
37,management,no,yes,no,single,tertiary,no
24,management,no,yes,no,single,tertiary,no
30,blue-collar,no,yes,no,single,secondary,no
33,services,no,yes,yes,married,secondary,no
33,management,no,yes,no,married,tertiary,no
34,management,no,yes,no,single,tertiary,no
43,services,no,yes,no,married,secondary,no
41,services,no,yes,no,married,secondary,no
34,blue-collar,no,yes,yes,married,secondary,no
46,technician,no,yes,yes,divorced,secondary,no
32,technician,no,yes,yes,single,secondary,no
52,blue-collar,no,no,no,married,unknown,no
35,blue-collar,no,yes,no,married,primary,no
27,technician,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
52,blue-collar,no,yes,no,married,primary,no
47,management,no,yes,no,married,tertiary,no
34,management,no,yes,no,married,tertiary,no
38,entrepreneur,no,yes,no,single,tertiary,no
24,blue-collar,no,yes,no,married,secondary,no
50,technician,no,yes,no,single,secondary,no
36,blue-collar,no,yes,yes,married,secondary,no
37,entrepreneur,no,yes,yes,married,secondary,no
51,blue-collar,no,no,no,married,primary,no
40,blue-collar,no,yes,no,single,secondary,no
39,technician,no,yes,no,married,secondary,no
38,services,no,yes,no,single,secondary,no
43,management,no,yes,no,single,secondary,no
50,technician,no,yes,no,married,secondary,no
35,unemployed,no,no,no,married,tertiary,no
49,management,no,yes,yes,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
47,technician,no,no,no,divorced,tertiary,no
54,management,no,yes,no,married,tertiary,no
48,admin.,no,yes,no,married,primary,no
43,admin.,no,yes,no,married,secondary,no
49,blue-collar,no,yes,yes,married,secondary,no
32,admin.,no,no,no,single,secondary,no
42,admin.,no,yes,no,married,secondary,no
38,blue-collar,no,yes,no,married,primary,no
44,blue-collar,no,yes,no,divorced,secondary,no
31,management,no,no,no,married,tertiary,no
30,admin.,no,yes,no,married,tertiary,no
38,management,no,yes,no,divorced,tertiary,no
60,entrepreneur,no,yes,no,divorced,secondary,no
35,management,no,yes,yes,married,tertiary,no
29,blue-collar,no,yes,no,married,secondary,no
43,services,no,yes,no,married,secondary,no
36,admin.,no,yes,no,married,secondary,no
29,blue-collar,no,yes,no,married,primary,no
53,technician,no,yes,no,married,secondary,no
38,technician,no,yes,no,married,secondary,no
59,retired,no,yes,no,single,secondary,yes
28,blue-collar,no,yes,yes,single,secondary,no
36,services,no,yes,no,single,secondary,no
40,admin.,no,yes,no,married,primary,no
36,management,no,yes,no,married,tertiary,no
58,management,no,yes,no,divorced,tertiary,no
49,self-employed,no,yes,no,married,primary,no
43,blue-collar,no,yes,no,married,primary,no
55,technician,no,yes,yes,married,secondary,no
35,blue-collar,no,yes,yes,married,secondary,no
50,blue-collar,no,yes,yes,married,secondary,no
48,blue-collar,no,yes,no,married,secondary,no
28,services,no,yes,yes,single,tertiary,no
34,services,no,yes,no,single,secondary,no
37,blue-collar,no,no,no,married,secondary,no
33,technician,no,yes,no,divorced,secondary,no
58,admin.,no,yes,no,married,secondary,no
44,blue-collar,no,yes,no,single,secondary,no
49,technician,no,yes,yes,married,secondary,no
28,blue-collar,no,yes,no,married,primary,no
39,technician,no,yes,no,married,secondary,no
26,admin.,no,yes,no,married,secondary,no
31,blue-collar,yes,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,secondary,no
52,admin.,no,no,no,married,secondary,no
32,services,no,no,no,married,secondary,no
28,entrepreneur,no,yes,no,married,secondary,no
32,management,no,yes,no,married,tertiary,no
28,blue-collar,no,yes,no,married,primary,no
53,technician,no,yes,no,married,secondary,yes
33,technician,no,yes,no,single,secondary,no
39,management,no,yes,no,single,tertiary,no
37,technician,no,yes,no,married,secondary,no
45,technician,no,yes,no,married,unknown,no
37,services,no,yes,no,married,secondary,no
45,blue-collar,no,yes,no,married,secondary,no
31,blue-collar,no,yes,yes,married,secondary,no
32,blue-collar,yes,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,primary,no
39,housemaid,no,yes,no,married,primary,no
56,blue-collar,no,yes,no,married,primary,no
32,technician,no,yes,yes,single,secondary,no
31,technician,no,yes,no,married,secondary,no
43,admin.,no,yes,no,married,secondary,no
33,technician,no,yes,yes,married,secondary,no
23,admin.,no,yes,no,married,secondary,no
32,admin.,no,yes,no,married,secondary,no
32,management,no,yes,yes,divorced,tertiary,no
39,blue-collar,no,yes,yes,married,secondary,no
39,services,no,yes,no,single,secondary,no
30,entrepreneur,no,yes,yes,single,primary,yes
37,unknown,no,yes,no,single,secondary,no
46,management,no,yes,no,married,primary,no
29,technician,no,no,no,single,secondary,no
51,blue-collar,no,yes,no,married,primary,no
46,blue-collar,no,yes,no,married,secondary,no
31,admin.,no,yes,no,single,secondary,no
40,blue-collar,no,yes,no,married,primary,no
26,technician,no,yes,yes,divorced,tertiary,no
32,admin.,no,no,no,married,secondary,no
27,admin.,no,yes,no,married,secondary,no
36,services,no,yes,yes,divorced,secondary,no
36,blue-collar,no,yes,no,married,unknown,no
27,admin.,no,yes,no,single,secondary,no
56,management,no,yes,no,divorced,tertiary,no
28,blue-collar,no,yes,no,married,secondary,no
34,management,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
45,technician,no,yes,no,divorced,secondary,no
40,admin.,no,yes,yes,married,secondary,no
25,blue-collar,no,yes,yes,single,secondary,no
32,admin.,no,no,no,single,secondary,no
28,management,no,yes,no,single,tertiary,yes
33,blue-collar,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,primary,no
36,admin.,no,yes,no,single,unknown,no
38,admin.,no,yes,no,divorced,secondary,no
23,admin.,no,yes,no,single,secondary,no
22,technician,no,yes,no,single,secondary,no
56,retired,no,yes,no,divorced,secondary,no
35,blue-collar,no,yes,no,single,secondary,no
33,services,no,yes,no,divorced,secondary,no
30,blue-collar,no,yes,yes,married,secondary,no
34,admin.,no,no,no,married,secondary,no
59,retired,no,yes,no,married,secondary,no
26,admin.,no,yes,no,married,secondary,no
42,admin.,no,yes,no,married,secondary,no
48,blue-collar,no,yes,no,married,secondary,no
31,services,no,yes,yes,married,secondary,no
28,entrepreneur,no,yes,no,single,tertiary,no
36,admin.,no,yes,yes,married,secondary,no
27,student,no,yes,yes,single,unknown,no
39,blue-collar,no,yes,no,married,primary,no
35,technician,no,yes,no,married,tertiary,no
28,management,no,yes,no,single,tertiary,no
32,technician,no,no,no,married,tertiary,no
28,blue-collar,no,yes,no,single,secondary,no
34,blue-collar,no,yes,yes,married,secondary,no
51,blue-collar,no,yes,no,married,primary,no
50,management,no,yes,no,married,secondary,no
49,unemployed,no,yes,no,married,primary,no
36,management,no,yes,no,single,tertiary,no
55,technician,no,yes,yes,married,secondary,no
58,management,no,no,no,divorced,tertiary,no
41,services,no,yes,yes,married,secondary,no
29,admin.,no,yes,no,single,tertiary,no
36,entrepreneur,no,yes,no,married,tertiary,no
24,admin.,no,yes,no,single,secondary,no
31,management,no,yes,no,single,tertiary,no
30,management,no,yes,no,single,tertiary,no
24,technician,no,yes,yes,single,tertiary,no
36,blue-collar,no,yes,no,married,primary,no
51,blue-collar,no,yes,no,divorced,secondary,no
23,blue-collar,yes,yes,yes,single,primary,no
26,blue-collar,no,yes,yes,single,primary,no
29,services,no,yes,no,single,tertiary,no
41,self-employed,no,yes,no,married,primary,no
35,services,no,yes,yes,married,secondary,no
42,services,no,yes,yes,married,secondary,no
29,services,no,yes,no,married,secondary,no
34,entrepreneur,no,yes,yes,married,secondary,no
34,management,no,yes,no,single,tertiary,no
58,retired,no,yes,no,married,primary,no
31,blue-collar,no,yes,no,married,secondary,no
32,management,no,yes,no,married,tertiary,no
56,management,no,yes,yes,divorced,tertiary,no
34,blue-collar,no,yes,no,single,secondary,no
30,blue-collar,no,yes,no,married,secondary,no
31,management,no,yes,no,single,tertiary,no
28,student,no,no,no,single,secondary,no
57,management,no,yes,no,single,tertiary,no
35,blue-collar,no,yes,no,single,primary,no
46,technician,no,yes,no,divorced,secondary,no
51,management,no,no,no,married,tertiary,no
38,blue-collar,no,yes,no,married,primary,no
33,services,no,yes,no,divorced,secondary,no
21,blue-collar,no,yes,no,married,secondary,no
38,technician,no,yes,no,single,secondary,no
49,admin.,no,yes,no,divorced,secondary,no
54,blue-collar,no,yes,no,married,primary,no
42,admin.,no,yes,no,single,secondary,no
44,blue-collar,no,yes,no,divorced,primary,no
31,services,no,yes,no,married,secondary,no
52,technician,no,yes,yes,divorced,secondary,no
27,self-employed,no,yes,no,single,tertiary,no
33,blue-collar,no,yes,yes,married,secondary,no
40,technician,no,yes,yes,married,secondary,no
57,housemaid,no,yes,no,married,primary,no
52,services,no,yes,yes,married,primary,no
30,technician,no,yes,no,single,secondary,no
25,blue-collar,no,yes,yes,single,secondary,no
36,admin.,no,yes,yes,married,secondary,no
51,blue-collar,no,yes,no,single,secondary,no
32,admin.,no,yes,no,single,secondary,no
44,admin.,no,yes,no,divorced,secondary,no
26,technician,no,yes,no,divorced,secondary,no
54,admin.,no,yes,no,divorced,secondary,no
27,blue-collar,yes,yes,no,single,secondary,no
37,admin.,no,yes,no,married,secondary,yes
30,services,no,yes,no,married,secondary,no
46,technician,no,yes,no,married,secondary,no
36,services,yes,no,no,single,secondary,no
46,blue-collar,no,yes,no,married,primary,no
36,technician,no,yes,no,married,secondary,no
31,blue-collar,no,no,no,married,secondary,no
35,services,no,yes,no,married,secondary,no
25,blue-collar,no,no,yes,single,secondary,no
21,admin.,no,yes,no,single,unknown,no
30,management,no,yes,no,married,tertiary,no
44,technician,no,yes,no,divorced,secondary,no
34,technician,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
32,admin.,no,yes,no,married,secondary,no
40,management,no,yes,no,divorced,tertiary,no
31,blue-collar,no,yes,no,single,secondary,no
29,admin.,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
47,admin.,no,yes,no,divorced,secondary,no
31,services,no,yes,no,married,secondary,no
29,blue-collar,no,yes,no,married,primary,no
31,admin.,no,yes,yes,single,secondary,no
34,admin.,no,yes,no,single,secondary,no
28,student,no,yes,no,single,tertiary,no
42,admin.,no,yes,yes,married,primary,no
29,blue-collar,no,yes,no,married,secondary,no
53,self-employed,no,yes,no,married,primary,no
39,blue-collar,no,yes,no,married,secondary,no
33,management,no,yes,no,divorced,tertiary,no
31,management,no,yes,no,married,tertiary,no
34,services,no,no,no,married,secondary,no
43,unemployed,no,yes,no,divorced,secondary,no
33,blue-collar,no,yes,no,married,tertiary,no
33,admin.,no,yes,no,divorced,secondary,no
25,technician,no,yes,no,married,unknown,no
34,blue-collar,no,yes,no,married,secondary,no
26,blue-collar,no,yes,yes,single,secondary,no
42,blue-collar,no,yes,no,married,secondary,no
40,blue-collar,yes,yes,no,married,primary,no
33,blue-collar,no,yes,no,married,primary,no
39,blue-collar,no,yes,no,married,primary,no
24,self-employed,no,yes,no,single,tertiary,yes
30,unemployed,no,yes,no,married,secondary,no
49,management,no,yes,no,married,tertiary,no
33,services,no,yes,no,married,secondary,no
39,management,no,yes,no,divorced,tertiary,no
30,blue-collar,no,no,no,married,secondary,no
49,technician,no,yes,yes,married,secondary,no
60,technician,no,yes,yes,married,tertiary,no
43,technician,no,yes,no,single,secondary,no
33,entrepreneur,no,yes,yes,married,secondary,no
30,entrepreneur,no,yes,yes,married,secondary,no
24,blue-collar,no,yes,no,single,secondary,no
